,EMPRESA_SIGLA,ANO,MES,MERCADO,RPK
50521,GLO,2001,11,SBBRSBSV,2907800.0
50523,GLO,2001,11,SBBRSBVT,NULL
50531,GLO,2001,11,SBBHSBCT,NULL
50532,GLO,2001,11,SBBRSBCT,NULL
50534,GLO,2001,11,SBCTSBGL,1119200.0
50536,GLO,2001,11,SBCTSBKP,418102.0
50537,GLO,2001,11,SBCTSBPA,2477230.0
50539,GLO,2001,11,SBCTSBSP,2555320.0
50541,GLO,2001,11,SBCTSBSV,NULL
50543,GLO,2001,11,SBBRSBFL,NULL
50544,GLO,2001,11,SBFLSBGL,NULL
50547,GLO,2001,11,SBFLSBPA,2318840.0
50548,GLO,2001,11,SBFLSBRF,NULL
50549,GLO,2001,11,SBFLSBSP,4266100.0
50550,GLO,2001,11,SBFLSBSV,NULL
50551,GLO,2001,11,SBBHSBGL,520328.0
50553,GLO,2001,11,SBBRSBGL,6314830.0
50556,GLO,2001,11,SBCTSBGL,1302260.0
50558,GLO,2001,11,SBFLSBGL,NULL
50561,GLO,2001,11,SBGLSBKP,798786.0
50563,GLO,2001,11,SBGLSBPA,NULL
50565,GLO,2001,11,SBGLSBRF,NULL
50568,GLO,2001,11,SBGLSBSP,6313320.0
50570,GLO,2001,11,SBGLSBSV,5649080.0
50571,GLO,2001,11,SBGLSBVT,49206.0
50581,GLO,2001,11,SBBRSBKP,NULL
50583,GLO,2001,11,SBCTSBKP,287576.0
50584,GLO,2001,11,SBGLSBKP,840974.0
50589,GLO,2001,11,SBBHSBPA,NULL
50590,GLO,2001,11,SBBRSBPA,NULL
50591,GLO,2001,11,SBCTSBPA,1921870.0
50592,GLO,2001,11,SBFLSBPA,2475300.0
50593,GLO,2001,11,SBGLSBPA,NULL
50594,GLO,2001,11,SBPASBRF,NULL
50595,GLO,2001,11,SBPASBSP,NULL
50596,GLO,2001,11,SBPASBSV,NULL
50600,GLO,2001,11,SBBHSBRF,NULL
50602,GLO,2001,11,SBGLSBRF,NULL
50605,GLO,2001,11,SBRFSBSP,NULL
50607,GLO,2001,11,SBRFSBSV,3623370.0
50609,GLO,2001,11,SBBHSBRJ,NULL
50618,GLO,2001,11,SBRJSBVT,12540.0
50620,GLO,2001,11,SBBHSBSP,2478170.0
50621,GLO,2001,11,SBBRSBSP,6636550.0
50624,GLO,2001,11,SBCTSBSP,3017400.0
50625,GLO,2001,11,SBFLSBSP,4160200.0
50627,GLO,2001,11,SBGLSBSP,7064280.0
50630,GLO,2001,11,SBPASBSP,NULL
50633,GLO,2001,11,SBRFSBSP,NULL
50635,GLO,2001,11,SBSPSBSV,NULL
50636,GLO,2001,11,SBBHSBSV,4566280.0
50637,GLO,2001,11,SBBRSBSV,2739620.0
50639,GLO,2001,11,SBCTSBSV,NULL
50641,GLO,2001,11,SBGLSBSV,5752610.0
50642,GLO,2001,11,SBPASBSV,NULL
50644,GLO,2001,11,SBRFSBSV,2187130.0
50647,GLO,2001,11,SBSPSBSV,NULL
50651,GLO,2001,11,SBBHSBVT,845845.0
50654,GLO,2001,11,SBRJSBVT,8778.0
50656,GLO,2001,12,SBBESBBR,5345390.0
50657,GLO,2001,12,SBBESBCT,NULL
50658,GLO,2001,12,SBBESBMQ,83566.0
50659,GLO,2001,12,SBBESBSP,NULL
50660,GLO,2001,12,SBBHSBBR,2483310.0
50663,GLO,2001,12,SBBHSBRJ,893550.0
50665,GLO,2001,12,SBBHSBSP,3669120.0
50667,GLO,2001,12,SBBHSBSV,2828380.0
50669,GLO,2001,12,SBBHSBVT,1085700.0
50670,GLO,2001,12,SBBESBBR,5214820.0
50672,GLO,2001,12,SBBHSBBR,2593720.0
50676,GLO,2001,12,SBBRSBCT,NULL
50677,GLO,2001,12,SBBRSBFL,NULL
50679,GLO,2001,12,SBBRSBGL,5315820.0
50681,GLO,2001,12,SBBRSBKP,NULL
50682,GLO,2001,12,SBBRSBMQ,NULL
50683,GLO,2001,12,SBBRSBPA,NULL
50684,GLO,2001,12,SBBRSBRJ,4025660.0
50686,GLO,2001,12,SBBRSBSP,7656210.0
50687,GLO,2001,12,SBBRSBSV,4119740.0
50689,GLO,2001,12,SBBRSBVT,NULL
50699,GLO,2001,12,SBCGSBCY,623840.0
50700,GLO,2001,12,SBCGSBSP,2062200.0
50701,GLO,2001,12,SBBHSBCT,NULL
50703,GLO,2001,12,SBBRSBCT,NULL
50706,GLO,2001,12,SBCTSBGL,NULL
50708,GLO,2001,12,SBCTSBGR,2513.0
50710,GLO,2001,12,SBCTSBPA,2318090.0
50713,GLO,2001,12,SBCTSBSP,2927700.0
50715,GLO,2001,12,SBCTSBSV,NULL
50717,GLO,2001,12,SBCGSBCY,1064430.0
50719,GLO,2001,12,SBCYSBSP,NULL
50721,GLO,2001,12,SBBRSBFL,NULL
50724,GLO,2001,12,SBFLSBFZ,NULL
50726,GLO,2001,12,SBFLSBGL,NULL
50728,GLO,2001,12,SBFLSBPA,1857470.0
50729,GLO,2001,12,SBFLSBRF,NULL
50730,GLO,2001,12,SBFLSBSP,4108470.0
50731,GLO,2001,12,SBFLSBSV,NULL
50732,GLO,2001,12,SBFLSBFZ,NULL
50733,GLO,2001,12,SBFZSBGL,2129110.0
50735,GLO,2001,12,SBFZSBPA,NULL
50736,GLO,2001,12,SBFZSBSP,NULL
50739,GLO,2001,12,SBBRSBGL,5477600.0
50741,GLO,2001,12,SBCTSBGL,NULL
50743,GLO,2001,12,SBFLSBGL,NULL
50744,GLO,2001,12,SBFZSBGL,2775680.0
50746,GLO,2001,12,SBGLSBGL,NULL
50749,GLO,2001,12,SBGLSBKP,18308.0
50750,GLO,2001,12,SBGLSBPA,NULL
50751,GLO,2001,12,SBGLSBRF,NULL
50754,GLO,2001,12,SBGLSBSP,6791040.0
50755,GLO,2001,12,SBGLSBSV,8394460.0
50757,GLO,2001,12,SBGLSBVT,0.0
50763,GLO,2001,12,SBFLSBGR,9270.0
50768,GLO,2001,12,SBGRSBPA,NULL
50776,GLO,2001,12,SBBRSBKP,NULL
50777,GLO,2001,12,SBCTSBKP,699745.0
50781,GLO,2001,12,SBKPSBRJ,431420.0
50785,GLO,2001,12,SBBESBMQ,178318.0
50786,GLO,2001,12,SBBRSBMQ,NULL
50787,GLO,2001,12,SBCTSBMQ,NULL
50788,GLO,2001,12,SBMQSBSP,NULL
50790,GLO,2001,12,SBBHSBPA,NULL
50791,GLO,2001,12,SBBRSBPA,NULL
50792,GLO,2001,12,SBCTSBPA,2011580.0
50793,GLO,2001,12,SBFLSBPA,2609610.0
50794,GLO,2001,12,SBFZSBPA,NULL
50795,GLO,2001,12,SBGLSBPA,NULL
50796,GLO,2001,12,SBPASBRF,NULL
50798,GLO,2001,12,SBPASBSP,NULL
50799,GLO,2001,12,SBPASBSV,NULL
50803,GLO,2001,12,SBGLSBRF,NULL
50805,GLO,2001,12,SBRFSBSP,NULL
50806,GLO,2001,12,SBRFSBSV,3534450.0
50807,GLO,2001,12,SBBHSBRJ,626150.0
50809,GLO,2001,12,SBBRSBRJ,3287900.0
50811,GLO,2001,12,SBCTSBRJ,NULL
50814,GLO,2001,12,SBKPSBRJ,1143260.0
50817,GLO,2001,12,SBRJSBSV,NULL
50819,GLO,2001,12,SBRJSBVT,1630620.0
50821,GLO,2001,12,SBBHSBSP,2621300.0
50823,GLO,2001,12,SBBRSBSP,6640910.0
50826,GLO,2001,12,SBCGSBSP,857532.0
50828,GLO,2001,12,SBCTSBSP,3238840.0
50830,GLO,2001,12,SBCYSBSP,NULL
50832,GLO,2001,12,SBFLSBSP,4130920.0
50834,GLO,2001,12,SBFZSBSP,NULL
50836,GLO,2001,12,SBGLSBSP,6589800.0
50841,GLO,2001,12,SBPASBSP,NULL
50844,GLO,2001,12,SBRFSBSP,NULL
50845,GLO,2001,12,SBSPSBSP,NULL
50847,GLO,2001,12,SBSPSBSV,NULL
50850,GLO,2001,12,SBBHSBSV,1771160.0
50852,GLO,2001,12,SBBRSBSV,3075980.0
50854,GLO,2001,12,SBCTSBSV,NULL
50856,GLO,2001,12,SBGLSBSV,7163060.0
50857,GLO,2001,12,SBKPSBSV,NULL
50858,GLO,2001,12,SBPASBSV,NULL
50860,GLO,2001,12,SBRFSBSV,4392430.0
50861,GLO,2001,12,SBRJSBSV,NULL
50863,GLO,2001,12,SBSPSBSV,NULL
50865,GLO,2001,12,SBSVSBVT,1511600.0
50867,GLO,2001,12,SBBHSBVT,1322480.0
50871,GLO,2001,12,SBRJSBVT,1780260.0
50874,GLO,2001,12,SBSVSBVT,1671960.0
98572,GLO,2002,1,SBBESBBR,14366100.0
98573,GLO,2002,1,SBBESBCT,NULL
98575,GLO,2002,1,SBBESBMQ,1049510.0
98576,GLO,2002,1,SBBESBPA,NULL
98578,GLO,2002,1,SBBESBSP,NULL
98579,GLO,2002,1,SBBESBBH,NULL
98580,GLO,2002,1,SBBHSBBR,3576430.0
98583,GLO,2002,1,SBBHSBMQ,NULL
98585,GLO,2002,1,SBBHSBRJ,882350.0
98587,GLO,2002,1,SBBHSBSP,4435200.0
98589,GLO,2002,1,SBBHSBSV,4700270.0
98591,GLO,2002,1,SBBHSBVT,3483100.0
98593,GLO,2002,1,SBBESBBR,7610250.0
98594,GLO,2002,1,SBBHSBBR,4473740.0
98595,GLO,2002,1,SBBRSBCT,NULL
98596,GLO,2002,1,SBBRSBFL,NULL
98598,GLO,2002,1,SBBRSBGL,10476300.0
98600,GLO,2002,1,SBBRSBKP,NULL
98602,GLO,2002,1,SBBRSBMQ,NULL
98603,GLO,2002,1,SBBRSBPA,NULL
98604,GLO,2002,1,SBBRSBRJ,4235390.0
98606,GLO,2002,1,SBBRSBSP,17350000.0
98607,GLO,2002,1,SBBRSBSV,5738560.0
98608,GLO,2002,1,SBBRSBVT,NULL
98612,GLO,2002,1,SBCGSBCY,1938920.0
98614,GLO,2002,1,SBCGSBSP,2754690.0
98615,GLO,2002,1,SBBHSBCT,NULL
98616,GLO,2002,1,SBBRSBCT,NULL
98617,GLO,2002,1,SBCTSBGL,NULL
98619,GLO,2002,1,SBCTSBGR,51696.0
98622,GLO,2002,1,SBCTSBPA,3855480.0
98624,GLO,2002,1,SBCTSBRJ,NULL
98626,GLO,2002,1,SBCTSBSP,4971290.0
98628,GLO,2002,1,SBCTSBSV,NULL
98630,GLO,2002,1,SBCGSBCY,1256590.0
98631,GLO,2002,1,SBCYSBSP,NULL
98632,GLO,2002,1,SBBRSBFL,NULL
98633,GLO,2002,1,SBFLSBFZ,NULL
98634,GLO,2002,1,SBFLSBGL,NULL
98636,GLO,2002,1,SBFLSBPA,5085270.0
98637,GLO,2002,1,SBFLSBRF,NULL
98639,GLO,2002,1,SBFLSBSP,11254300.0
98640,GLO,2002,1,SBFLSBSV,NULL
98641,GLO,2002,1,SBFLSBFZ,NULL
98642,GLO,2002,1,SBFZSBGL,12080200.0
98644,GLO,2002,1,SBFZSBPA,NULL
98646,GLO,2002,1,SBFZSBSP,NULL
98649,GLO,2002,1,SBBRSBGL,7750720.0
98650,GLO,2002,1,SBCTSBGL,NULL
98651,GLO,2002,1,SBFLSBGL,NULL
98652,GLO,2002,1,SBFZSBGL,16678000.0
98654,GLO,2002,1,SBGLSBPA,NULL
98655,GLO,2002,1,SBGLSBRF,NULL
98658,GLO,2002,1,SBGLSBSP,11732400.0
98660,GLO,2002,1,SBGLSBSV,16312700.0
98675,GLO,2002,1,SBBRSBKP,NULL
98676,GLO,2002,1,SBCTSBKP,1139480.0
98679,GLO,2002,1,SBKPSBRJ,479039.0
98683,GLO,2002,1,SBBESBMQ,2019400.0
98685,GLO,2002,1,SBBRSBMQ,NULL
98686,GLO,2002,1,SBCTSBMQ,NULL
98687,GLO,2002,1,SBMQSBPA,NULL
98688,GLO,2002,1,SBMQSBSP,NULL
98692,GLO,2002,1,SBBHSBPA,NULL
98693,GLO,2002,1,SBBRSBPA,NULL
98694,GLO,2002,1,SBCTSBPA,3360460.0
98695,GLO,2002,1,SBFLSBPA,5238820.0
98696,GLO,2002,1,SBFZSBPA,NULL
98697,GLO,2002,1,SBGLSBPA,NULL
98698,GLO,2002,1,SBPASBRF,NULL
98700,GLO,2002,1,SBPASBSP,NULL
98701,GLO,2002,1,SBPASBSV,NULL
98704,GLO,2002,1,SBGLSBRF,NULL
98707,GLO,2002,1,SBRFSBSP,NULL
98709,GLO,2002,1,SBRFSBSV,5045980.0
98710,GLO,2002,1,SBBHSBRJ,1192800.0
98711,GLO,2002,1,SBBRSBRJ,5175460.0
98713,GLO,2002,1,SBCTSBRJ,NULL
98714,GLO,2002,1,SBKPSBRJ,2017090.0
98716,GLO,2002,1,SBRJSBSP,99186.0
98718,GLO,2002,1,SBRJSBSV,NULL
98720,GLO,2002,1,SBRJSBVT,2454080.0
98721,GLO,2002,1,SBBESBSP,NULL
98723,GLO,2002,1,SBBHSBSP,5045540.0
98725,GLO,2002,1,SBBRSBSP,8970950.0
98727,GLO,2002,1,SBCGSBSP,4274200.0
98729,GLO,2002,1,SBCTSBSP,7665630.0
98730,GLO,2002,1,SBCYSBSP,NULL
98732,GLO,2002,1,SBFLSBSP,8866470.0
98734,GLO,2002,1,SBFZSBSP,NULL
98736,GLO,2002,1,SBGLSBSP,13503200.0
98738,GLO,2002,1,SBMQSBSP,NULL
98740,GLO,2002,1,SBPASBSP,NULL
98743,GLO,2002,1,SBRFSBSP,NULL
98745,GLO,2002,1,SBRJSBSP,41358.0
98747,GLO,2002,1,SBSPSBSV,NULL
98749,GLO,2002,1,SBBHSBSV,4171170.0
98750,GLO,2002,1,SBBRSBSV,6662980.0
98751,GLO,2002,1,SBCTSBSV,NULL
98753,GLO,2002,1,SBGLSBSV,9814640.0
98754,GLO,2002,1,SBPASBSV,NULL
98756,GLO,2002,1,SBRFSBSV,6485460.0
98757,GLO,2002,1,SBRJSBSV,NULL
98759,GLO,2002,1,SBSPSBSV,NULL
98760,GLO,2002,1,SBSVSBVT,4890980.0
98762,GLO,2002,1,SBBHSBVT,2256870.0
98764,GLO,2002,1,SBRJSBVT,5369630.0
98767,GLO,2002,1,SBSVSBVT,2342940.0
98769,GLO,2002,2,SBBESBBR,7295910.0
98771,GLO,2002,2,SBBESBCT,NULL
98773,GLO,2002,2,SBBESBMQ,531006.0
98776,GLO,2002,2,SBBESBSP,NULL
98779,GLO,2002,2,SBBHSBBR,2067900.0
98783,GLO,2002,2,SBBHSBRJ,606900.0
98785,GLO,2002,2,SBBHSBSP,3148490.0
98786,GLO,2002,2,SBBHSBSV,2625930.0
98788,GLO,2002,2,SBBHSBVT,1324780.0
98790,GLO,2002,2,SBBESBBR,3343290.0
98792,GLO,2002,2,SBBHSBBR,2598600.0
98794,GLO,2002,2,SBBRSBCT,NULL
98795,GLO,2002,2,SBBRSBFL,NULL
98797,GLO,2002,2,SBBRSBGL,7449100.0
98799,GLO,2002,2,SBBRSBKP,NULL
98801,GLO,2002,2,SBBRSBMQ,NULL
98803,GLO,2002,2,SBBRSBPA,NULL
98805,GLO,2002,2,SBBRSBRJ,3222020.0
98807,GLO,2002,2,SBBRSBSP,11890300.0
98809,GLO,2002,2,SBBRSBSV,3274530.0
98810,GLO,2002,2,SBBRSBVT,NULL
98816,GLO,2002,2,SBCGSBCY,1307280.0
98818,GLO,2002,2,SBCGSBSP,1718650.0
98819,GLO,2002,2,SBBHSBCT,NULL
98820,GLO,2002,2,SBBRSBCT,NULL
98821,GLO,2002,2,SBCTSBGL,NULL
98824,GLO,2002,2,SBCTSBPA,2917240.0
98826,GLO,2002,2,SBCTSBRJ,NULL
98827,GLO,2002,2,SBCTSBSP,3414600.0
98829,GLO,2002,2,SBCTSBSV,NULL
98832,GLO,2002,2,SBCGSBCY,820461.0
98834,GLO,2002,2,SBCYSBSP,NULL
98837,GLO,2002,2,SBBRSBFL,NULL
98839,GLO,2002,2,SBFLSBFZ,NULL
98840,GLO,2002,2,SBFLSBGL,NULL
98841,GLO,2002,2,SBFLSBPA,4307360.0
98842,GLO,2002,2,SBFLSBRF,NULL
98844,GLO,2002,2,SBFLSBSP,8300880.0
98845,GLO,2002,2,SBFLSBSV,NULL
98849,GLO,2002,2,SBFLSBFZ,NULL
98851,GLO,2002,2,SBFZSBGL,13290600.0
98852,GLO,2002,2,SBFZSBPA,NULL
98854,GLO,2002,2,SBFZSBSP,NULL
98855,GLO,2002,2,SBBRSBGL,5656750.0
98857,GLO,2002,2,SBCTSBGL,NULL
98859,GLO,2002,2,SBFLSBGL,NULL
98861,GLO,2002,2,SBFZSBGL,11263800.0
98862,GLO,2002,2,SBGLSBPA,NULL
98864,GLO,2002,2,SBGLSBRF,NULL
98867,GLO,2002,2,SBGLSBSP,10240600.0
98869,GLO,2002,2,SBGLSBSV,12483300.0
98873,GLO,2002,2,SBBRSBKP,NULL
98874,GLO,2002,2,SBCTSBKP,789787.0
98876,GLO,2002,2,SBKPSBRJ,366300.0
98880,GLO,2002,2,SBBESBMQ,1044580.0
98882,GLO,2002,2,SBBRSBMQ,NULL
98884,GLO,2002,2,SBCTSBMQ,NULL
98887,GLO,2002,2,SBMQSBSP,NULL
98888,GLO,2002,2,SBBHSBPA,NULL
98889,GLO,2002,2,SBBRSBPA,NULL
98890,GLO,2002,2,SBCTSBPA,2440380.0
98891,GLO,2002,2,SBFLSBPA,4430050.0
98892,GLO,2002,2,SBFZSBPA,NULL
98893,GLO,2002,2,SBGLSBPA,NULL
98894,GLO,2002,2,SBPASBRF,NULL
98895,GLO,2002,2,SBPASBSP,NULL
98896,GLO,2002,2,SBPASBSV,NULL
98898,GLO,2002,2,SBGLSBRF,NULL
98900,GLO,2002,2,SBRFSBSP,NULL
98902,GLO,2002,2,SBRFSBSV,4030940.0
98903,GLO,2002,2,SBBHSBRJ,689500.0
98904,GLO,2002,2,SBBRSBRJ,3231300.0
98906,GLO,2002,2,SBCTSBRJ,NULL
98907,GLO,2002,2,SBKPSBRJ,1474970.0
98909,GLO,2002,2,SBRJSBSP,93696.0
98911,GLO,2002,2,SBRJSBSV,NULL
98913,GLO,2002,2,SBRJSBVT,1438340.0
98916,GLO,2002,2,SBBHSBSP,2925720.0
98918,GLO,2002,2,SBBRSBSP,6398220.0
98921,GLO,2002,2,SBCGSBSP,3170900.0
98923,GLO,2002,2,SBCTSBSP,5251320.0
98925,GLO,2002,2,SBCYSBSP,NULL
98927,GLO,2002,2,SBFLSBSP,8109100.0
98929,GLO,2002,2,SBFZSBSP,NULL
98931,GLO,2002,2,SBGLSBSP,10885300.0
98935,GLO,2002,2,SBPASBSP,NULL
98937,GLO,2002,2,SBRFSBSP,NULL
98939,GLO,2002,2,SBRJSBSP,119682.0
98941,GLO,2002,2,SBSPSBSV,NULL
98943,GLO,2002,2,SBBHSBSV,2787300.0
98945,GLO,2002,2,SBBRSBSV,4739280.0
98946,GLO,2002,2,SBCTSBSV,NULL
98948,GLO,2002,2,SBGLSBSV,9167890.0
98949,GLO,2002,2,SBPASBSV,NULL
98951,GLO,2002,2,SBRFSBSV,5286100.0
98952,GLO,2002,2,SBRJSBSV,NULL
98954,GLO,2002,2,SBSPSBSV,NULL
98956,GLO,2002,2,SBSVSBVT,3364180.0
98958,GLO,2002,2,SBBHSBVT,1243160.0
98961,GLO,2002,2,SBRJSBVT,2750440.0
98963,GLO,2002,2,SBSVSBVT,1327610.0
98965,GLO,2002,3,SBBESBBR,3968740.0
98967,GLO,2002,3,SBBESBCT,NULL
98969,GLO,2002,3,SBBESBMQ,658658.0
98972,GLO,2002,3,SBBESBSP,NULL
98973,GLO,2002,3,SBBHSBBR,1909300.0
98975,GLO,2002,3,SBBHSBGL,NULL
98977,GLO,2002,3,SBBHSBRJ,887250.0
98979,GLO,2002,3,SBBHSBSP,4494670.0
98980,GLO,2002,3,SBBHSBSV,2112480.0
98982,GLO,2002,3,SBBHSBVT,855470.0
98984,GLO,2002,3,SBBESBBR,3344900.0
98985,GLO,2002,3,SBBHSBBR,2522960.0
98987,GLO,2002,3,SBBRSBCT,NULL
98988,GLO,2002,3,SBBRSBFL,NULL
98990,GLO,2002,3,SBBRSBGL,3519810.0
98991,GLO,2002,3,SBBRSBGR,NULL
98992,GLO,2002,3,SBBRSBKP,NULL
98994,GLO,2002,3,SBBRSBMQ,NULL
98996,GLO,2002,3,SBBRSBPA,NULL
98997,GLO,2002,3,SBBRSBRF,NULL
98998,GLO,2002,3,SBBRSBRJ,3245220.0
99000,GLO,2002,3,SBBRSBSP,6003620.0
99001,GLO,2002,3,SBBRSBSV,2614850.0
99002,GLO,2002,3,SBBRSBVT,NULL
99004,GLO,2002,3,SBCGSBCY,886187.0
99006,GLO,2002,3,SBCGSBSP,1703400.0
99007,GLO,2002,3,SBBHSBCT,NULL
99008,GLO,2002,3,SBBRSBCT,NULL
99009,GLO,2002,3,SBCTSBGL,NULL
99012,GLO,2002,3,SBCTSBPA,1844970.0
99014,GLO,2002,3,SBCTSBRJ,NULL
99016,GLO,2002,3,SBCTSBSP,3012100.0
99018,GLO,2002,3,SBCTSBSV,NULL
99021,GLO,2002,3,SBCGSBCY,987561.0
99023,GLO,2002,3,SBCYSBSP,NULL
99024,GLO,2002,3,SBBRSBFL,NULL
99026,GLO,2002,3,SBFLSBFZ,NULL
99027,GLO,2002,3,SBFLSBGL,NULL
99028,GLO,2002,3,SBFLSBGR,10815.0
99029,GLO,2002,3,SBFLSBPA,2372570.0
99030,GLO,2002,3,SBFLSBRF,NULL
99033,GLO,2002,3,SBFLSBSP,4516440.0
99034,GLO,2002,3,SBFLSBSV,NULL
99037,GLO,2002,3,SBFLSBFZ,NULL
99039,GLO,2002,3,SBFZSBGL,703171.0
99040,GLO,2002,3,SBFZSBPA,NULL
99042,GLO,2002,3,SBFZSBSP,NULL
99043,GLO,2002,3,SBBRSBGL,3643200.0
99044,GLO,2002,3,SBCTSBGL,NULL
99046,GLO,2002,3,SBFLSBGL,NULL
99048,GLO,2002,3,SBFZSBGL,798959.0
99049,GLO,2002,3,SBGLSBGL,NULL
99050,GLO,2002,3,SBGLSBGR,7414.0
99051,GLO,2002,3,SBGLSBKP,22686.0
99052,GLO,2002,3,SBGLSBPA,NULL
99053,GLO,2002,3,SBGLSBRF,NULL
99055,GLO,2002,3,SBGLSBRJ,1274.0
99057,GLO,2002,3,SBGLSBSP,6327360.0
99058,GLO,2002,3,SBGLSBSV,7192290.0
99060,GLO,2002,3,SBCGSBGR,0.0
99061,GLO,2002,3,SBCYSBGR,NULL
99062,GLO,2002,3,SBFLSBGR,11330.0
99063,GLO,2002,3,SBFZSBGR,NULL
99065,GLO,2002,3,SBGLSBGR,7077.0
99067,GLO,2002,3,SBGRSBPA,NULL
99069,GLO,2002,3,SBBRSBKP,NULL
99070,GLO,2002,3,SBCTSBKP,623663.0
99071,GLO,2002,3,SBGLSBKP,36218.0
99074,GLO,2002,3,SBKPSBRJ,484737.0
99079,GLO,2002,3,SBBESBMQ,597135.0
99081,GLO,2002,3,SBBRSBMQ,NULL
99083,GLO,2002,3,SBCTSBMQ,NULL
99086,GLO,2002,3,SBMQSBSP,NULL
99087,GLO,2002,3,SBBHSBPA,NULL
99088,GLO,2002,3,SBBRSBPA,NULL
99089,GLO,2002,3,SBCTSBPA,1880750.0
99090,GLO,2002,3,SBFLSBPA,2564600.0
99091,GLO,2002,3,SBFZSBPA,NULL
99092,GLO,2002,3,SBGLSBPA,NULL
99093,GLO,2002,3,SBGRSBPA,NULL
99094,GLO,2002,3,SBPASBRF,NULL
99095,GLO,2002,3,SBPASBSP,241344.0
99096,GLO,2002,3,SBPASBSV,NULL
99097,GLO,2002,3,SBBRSBRF,NULL
99098,GLO,2002,3,SBGLSBRF,NULL
99099,GLO,2002,3,SBRFSBSP,NULL
99100,GLO,2002,3,SBRFSBSV,2816010.0
99102,GLO,2002,3,SBBHSBRJ,745500.0
99103,GLO,2002,3,SBBRSBRJ,3174690.0
99104,GLO,2002,3,SBCTSBRJ,NULL
99106,GLO,2002,3,SBGRSBRJ,NULL
99107,GLO,2002,3,SBKPSBRJ,1608870.0
99109,GLO,2002,3,SBRJSBSP,72468.0
99112,GLO,2002,3,SBRJSBVT,1030790.0
99115,GLO,2002,3,SBBHSBSP,2639950.0
99117,GLO,2002,3,SBBRSBSP,6170360.0
99119,GLO,2002,3,SBCGSBSP,1158920.0
99121,GLO,2002,3,SBCTSBSP,2971060.0
99123,GLO,2002,3,SBCYSBSP,NULL
99125,GLO,2002,3,SBFLSBSP,4563290.0
99127,GLO,2002,3,SBFZSBSP,NULL
99129,GLO,2002,3,SBGLSBSP,5556600.0
99133,GLO,2002,3,SBPASBSP,NULL
99134,GLO,2002,3,SBRFSBSP,NULL
99136,GLO,2002,3,SBRJSBSP,94428.0
99137,GLO,2002,3,SBSPSBSV,NULL
99139,GLO,2002,3,SBSPSBVT,505764.0
99140,GLO,2002,3,SBBHSBSV,2000990.0
99141,GLO,2002,3,SBBRSBSV,2573620.0
99142,GLO,2002,3,SBCTSBSV,NULL
99143,GLO,2002,3,SBGLSBSV,7029080.0
99144,GLO,2002,3,SBPASBSV,NULL
99145,GLO,2002,3,SBRFSBSV,3122340.0
99146,GLO,2002,3,SBRJSBSV,NULL
99147,GLO,2002,3,SBSPSBSV,47360.0
99148,GLO,2002,3,SBSVSBVT,124068.0
99150,GLO,2002,3,SBBHSBVT,915530.0
99151,GLO,2002,3,SBGLSBVT,8757.0
99152,GLO,2002,3,SBGRSBVT,54675.0
99153,GLO,2002,3,SBRJSBVT,1325900.0
99155,GLO,2002,3,SBSPSBVT,602532.0
99158,GLO,2002,4,SBBESBBR,4202480.0
99160,GLO,2002,4,SBBESBCT,NULL
99162,GLO,2002,4,SBBESBMQ,569170.0
99165,GLO,2002,4,SBBESBSP,NULL
99166,GLO,2002,4,SBBHSBBR,2616900.0
99168,GLO,2002,4,SBBHSBRJ,1844850.0
99170,GLO,2002,4,SBBHSBSP,6258170.0
99171,GLO,2002,4,SBBHSBSV,3104170.0
99173,GLO,2002,4,SBBHSBVT,1197350.0
99175,GLO,2002,4,SBBESBBR,3240120.0
99176,GLO,2002,4,SBBHSBBR,3093310.0
99178,GLO,2002,4,SBBRSBCT,NULL
99179,GLO,2002,4,SBBRSBFL,NULL
99182,GLO,2002,4,SBBRSBGL,4668710.0
99183,GLO,2002,4,SBBRSBGR,NULL
99184,GLO,2002,4,SBBRSBKP,NULL
99186,GLO,2002,4,SBBRSBMQ,NULL
99188,GLO,2002,4,SBBRSBPA,NULL
99189,GLO,2002,4,SBBRSBRJ,4794980.0
99191,GLO,2002,4,SBBRSBSP,7602960.0
99192,GLO,2002,4,SBBRSBSV,4670920.0
99194,GLO,2002,4,SBBRSBVT,NULL
99196,GLO,2002,4,SBCGSBCY,1520610.0
99198,GLO,2002,4,SBCGSBSP,2723290.0
99199,GLO,2002,4,SBBHSBCT,NULL
99201,GLO,2002,4,SBBRSBCT,NULL
99204,GLO,2002,4,SBCTSBGL,NULL
99207,GLO,2002,4,SBCTSBPA,2758640.0
99210,GLO,2002,4,SBCTSBSP,4252690.0
99211,GLO,2002,4,SBCTSBSV,NULL
99214,GLO,2002,4,SBCGSBCY,1402530.0
99216,GLO,2002,4,SBCYSBSP,NULL
99217,GLO,2002,4,SBBRSBFL,NULL
99218,GLO,2002,4,SBCTSBFL,18450.0
99219,GLO,2002,4,SBFLSBGL,NULL
99220,GLO,2002,4,SBFLSBPA,2514860.0
99221,GLO,2002,4,SBFLSBRF,NULL
99224,GLO,2002,4,SBFLSBSP,5830620.0
99225,GLO,2002,4,SBFLSBSV,NULL
99228,GLO,2002,4,SBFLSBFZ,NULL
99230,GLO,2002,4,SBFZSBGL,171983.0
99232,GLO,2002,4,SBFZSBPA,NULL
99234,GLO,2002,4,SBFZSBSP,NULL
99236,GLO,2002,4,SBBRSBGL,4644950.0
