,EMPRESA_SIGLA,ANO,MES,MERCADO,RPK
394564,GLO,2009,2,SBGLSBPA,17569400.0
394566,GLO,2009,2,SBGLSBRF,29777500.0
394568,GLO,2009,2,SBGLSBSP,3987000.0
394570,GLO,2009,2,SBGLSBSV,25319800.0
394571,GLO,2009,2,SBGLSBVT,5309660.0
394573,GLO,2009,2,SBGLSDAM,3349200.0
394574,GLO,2009,2,SBBRSBGO,1323890.0
394575,GLO,2009,2,SBCFSBGO,900624.0
394576,GLO,2009,2,SBGLSBGO,3184900.0
394577,GLO,2009,2,SBGOSBGR,4471340.0
394578,GLO,2009,2,SBGOSBPJ,NULL
394579,GLO,2009,2,SBGOSBPS,NULL
394580,GLO,2009,2,SBGOSBRF,NULL
394581,GLO,2009,2,SBGOSBSP,5185180.0
394582,GLO,2009,2,SBGOSBTE,NULL
394585,GLO,2009,2,SBARSBGR,NULL
394586,GLO,2009,2,SBBESBGR,NULL
394587,GLO,2009,2,SBBRSBGR,8206290.0
394588,GLO,2009,2,SBCFSBGR,3074440.0
394589,GLO,2009,2,SBCGSBGR,3141850.0
394592,GLO,2009,2,SBCTSBGR,2910410.0
394593,GLO,2009,2,SBCYSBGR,6442520.0
394594,GLO,2009,2,SBEGSBGR,17840700.0
394595,GLO,2009,2,SBFISBGR,2112500.0
394597,GLO,2009,2,SBFLSBGR,2443680.0
394598,GLO,2009,2,SBFNSBGR,NULL
394599,GLO,2009,2,SBFZSBGR,12875600.0
394601,GLO,2009,2,SBGLSBGR,5997930.0
394602,GLO,2009,2,SBGOSBGR,4287700.0
394604,GLO,2009,2,SBGRSBIL,NULL
394605,GLO,2009,2,SBGRSBJP,NULL
394606,GLO,2009,2,SBGRSBMO,7509120.0
394607,GLO,2009,2,SBGRSBMQ,NULL
394609,GLO,2009,2,SBGRSBNT,12551500.0
394610,GLO,2009,2,SBGRSBPA,13663700.0
394611,GLO,2009,2,SBGRSBPL,NULL
394613,GLO,2009,2,SBGRSBPS,3632140.0
394615,GLO,2009,2,SBGRSBRF,33101200.0
394618,GLO,2009,2,SBGRSBSV,24043700.0
394619,GLO,2009,2,SBGRSBTE,NULL
394621,GLO,2009,2,SBGRSBVT,2754160.0
394628,GLO,2009,2,SBCFSBIL,2649960.0
394629,GLO,2009,2,SBGLSBIL,2388160.0
394630,GLO,2009,2,SBGRSBIL,NULL
394631,GLO,2009,2,SBILSBSP,NULL
394632,GLO,2009,2,SBILSBSV,575100.0
394633,GLO,2009,2,SBBRSBIZ,2857930.0
394634,GLO,2009,2,SBIZSBSL,668815.0
394635,GLO,2009,2,SBCFSBJP,NULL
394636,GLO,2009,2,SBGLSBJP,7501340.0
394637,GLO,2009,2,SBGRSBJP,NULL
394638,GLO,2009,2,SBJPSBSV,2316030.0
394639,GLO,2009,2,SBJPSDAM,NULL
394640,GLO,2009,2,SBBRSBJU,NULL
394641,GLO,2009,2,SBFZSBJU,988839.0
394642,GLO,2009,2,SBGLSBJU,NULL
394644,GLO,2009,2,SBJUSBRF,1324960.0
394645,GLO,2009,2,SBJVSBSP,1625220.0
394646,GLO,2009,2,SBGLSBKG,NULL
394647,GLO,2009,2,SBKGSBRF,366652.0
394649,GLO,2009,2,SBCTSBLO,348705.0
394650,GLO,2009,2,SBLOSBPA,NULL
394651,GLO,2009,2,SBLOSBSP,410368.0
394652,GLO,2009,2,SBBESBMA,884081.0
394653,GLO,2009,2,SBBRSBMA,3118450.0
394654,GLO,2009,2,SBCTSBMG,1849680.0
394655,GLO,2009,2,SBGLSBMG,NULL
394656,GLO,2009,2,SBMGSBSP,404040.0
394657,GLO,2009,2,SBMGSBVT,NULL
394658,GLO,2009,2,SBMGSDAM,NULL
394659,GLO,2009,2,SBARSBMO,646920.0
394660,GLO,2009,2,SBBRSBMO,NULL
394661,GLO,2009,2,SBFLSBMO,NULL
394662,GLO,2009,2,SBGLSBMO,4649740.0
394663,GLO,2009,2,SBGRSBMO,7603200.0
394664,GLO,2009,2,SBMOSBSP,NULL
394665,GLO,2009,2,SBMOSBSV,3242300.0
394667,GLO,2009,2,SBBESBMQ,1991770.0
394669,GLO,2009,2,SBBRSBMQ,NULL
394670,GLO,2009,2,SBFISBMQ,NULL
394672,GLO,2009,2,SBGLSBMQ,NULL
394673,GLO,2009,2,SBGRSBMQ,NULL
394675,GLO,2009,2,SBMQSBSP,NULL
394677,GLO,2009,2,SBNFSBSP,1690360.0
394678,GLO,2009,2,SBBRSBNT,NULL
394679,GLO,2009,2,SBFZSBNT,1220840.0
394681,GLO,2009,2,SBGLSBNT,7404540.0
394683,GLO,2009,2,SBGRSBNT,14097200.0
394684,GLO,2009,2,SBNTSBRF,1522140.0
394685,GLO,2009,2,SBNTSBSP,NULL
394686,GLO,2009,2,SBNTSBSV,5259300.0
394690,GLO,2009,2,SBBRSBPA,11358600.0
394691,GLO,2009,2,SBCFSBPA,NULL
394692,GLO,2009,2,SBCGSBPA,NULL
394693,GLO,2009,2,SBCTSBPA,6123380.0
394694,GLO,2009,2,SBCYSBPA,NULL
394695,GLO,2009,2,SBEGSBPA,NULL
394696,GLO,2009,2,SBFLSBPA,2617230.0
394697,GLO,2009,2,SBGLSBPA,17245100.0
394698,GLO,2009,2,SBGRSBPA,13169300.0
394699,GLO,2009,2,SBLOSBPA,NULL
394701,GLO,2009,2,SBPASBPV,NULL
394702,GLO,2009,2,SBPASBRF,NULL
394704,GLO,2009,2,SBPASBSP,3876590.0
394706,GLO,2009,2,SBPASDAM,NULL
394710,GLO,2009,2,SBBRSBPJ,1648300.0
394711,GLO,2009,2,SBGOSBPJ,NULL
394712,GLO,2009,2,SBPJSBSP,NULL
394714,GLO,2009,2,SBGRSBPL,NULL
394716,GLO,2009,2,SBPLSBRF,2492380.0
394717,GLO,2009,2,SBBRSBPS,271789.0
394719,GLO,2009,2,SBCFSBPS,3432820.0
394720,GLO,2009,2,SBGOSBPS,NULL
394722,GLO,2009,2,SBGRSBPS,3916010.0
394723,GLO,2009,2,SBPSSBSV,932726.0
394724,GLO,2009,2,SBBESBPV,NULL
394726,GLO,2009,2,SBBRSBPV,NULL
394727,GLO,2009,2,SBCGSBPV,NULL
394728,GLO,2009,2,SBCTSBPV,NULL
394729,GLO,2009,2,SBCYSBPV,2162900.0
394730,GLO,2009,2,SBCZSBPV,NULL
394732,GLO,2009,2,SBEGSBPV,4874200.0
394733,GLO,2009,2,SBFZSBPV,NULL
394734,GLO,2009,2,SBPASBPV,NULL
394736,GLO,2009,2,SBPVSBRB,2512130.0
394737,GLO,2009,2,SBBESBRB,NULL
394739,GLO,2009,2,SBBRSBRB,4695540.0
394740,GLO,2009,2,SBCZSBRB,1752910.0
394741,GLO,2009,2,SBEGSBRB,NULL
394742,GLO,2009,2,SBFZSBRB,NULL
394743,GLO,2009,2,SBPVSBRB,1327130.0
394744,GLO,2009,2,SBBESBRF,NULL
394746,GLO,2009,2,SBBRSBRF,21809600.0
394748,GLO,2009,2,SBCFSBRF,2878320.0
394749,GLO,2009,2,SBEGSBRF,NULL
394751,GLO,2009,2,SBFNSBRF,974475.0
394752,GLO,2009,2,SBFZSBRF,5347060.0
394754,GLO,2009,2,SBGLSBRF,32242500.0
394755,GLO,2009,2,SBGOSBRF,NULL
394758,GLO,2009,2,SBGRSBRF,35670800.0
394759,GLO,2009,2,SBJUSBRF,1216670.0
394760,GLO,2009,2,SBNTSBRF,1259940.0
394761,GLO,2009,2,SBPASBRF,NULL
394763,GLO,2009,2,SBPLSBRF,2461900.0
394765,GLO,2009,2,SBRFSBSL,NULL
394766,GLO,2009,2,SBRFSBSN,NULL
394767,GLO,2009,2,SBRFSBSP,NULL
394769,GLO,2009,2,SBRFSBSV,7038400.0
394770,GLO,2009,2,SBRJSBSP,9593590.0
394771,GLO,2009,2,SBBESBSL,1534680.0
394772,GLO,2009,2,SBBRSBSL,4773660.0
394773,GLO,2009,2,SBEGSBSL,NULL
394775,GLO,2009,2,SBFZSBSL,3818590.0
394776,GLO,2009,2,SBIZSBSL,808010.0
394777,GLO,2009,2,SBRFSBSL,NULL
394778,GLO,2009,2,SBSLSBSN,NULL
394779,GLO,2009,2,SBSLSBSV,NULL
394780,GLO,2009,2,SBBESBSN,3470480.0
394781,GLO,2009,2,SBEGSBSN,3288980.0
394782,GLO,2009,2,SBFZSBSN,NULL
394783,GLO,2009,2,SBRFSBSN,NULL
394784,GLO,2009,2,SBSLSBSN,NULL
394785,GLO,2009,2,SBSNSBSV,NULL
394786,GLO,2009,2,SBBESBSP,NULL
394787,GLO,2009,2,SBBRSBSP,11218000.0
394788,GLO,2009,2,SBCFSBSP,4805600.0
394789,GLO,2009,2,SBCGSBSP,3161030.0
394790,GLO,2009,2,SBCHSBSP,NULL
394791,GLO,2009,2,SBCTSBSP,1937340.0
394792,GLO,2009,2,SBCXSBSP,2648060.0
394793,GLO,2009,2,SBCYSBSP,2384230.0
394794,GLO,2009,2,SBDNSBSP,1712650.0
394795,GLO,2009,2,SBEGSBSP,NULL
394798,GLO,2009,2,SBFLSBSP,3626330.0
394799,GLO,2009,2,SBFZSBSP,NULL
394800,GLO,2009,2,SBGLSBSP,4348800.0
394801,GLO,2009,2,SBGOSBSP,4676360.0
394803,GLO,2009,2,SBILSBSP,NULL
394804,GLO,2009,2,SBJVSBSP,1662040.0
394805,GLO,2009,2,SBLOSBSP,563340.0
394806,GLO,2009,2,SBMGSBSP,554736.0
394807,GLO,2009,2,SBMOSBSP,NULL
394808,GLO,2009,2,SBMQSBSP,NULL
394810,GLO,2009,2,SBNFSBSP,1442380.0
394811,GLO,2009,2,SBNTSBSP,NULL
394812,GLO,2009,2,SBPASBSP,5163760.0
394813,GLO,2009,2,SBPJSBSP,NULL
394814,GLO,2009,2,SBRFSBSP,NULL
394815,GLO,2009,2,SBRJSBSP,10110000.0
394816,GLO,2009,2,SBSPSBSV,7139520.0
394817,GLO,2009,2,SBSPSBUL,1647720.0
394818,GLO,2009,2,SBSPSBVT,2717060.0
394820,GLO,2009,2,SBARSBSV,597080.0
394821,GLO,2009,2,SBBESBSV,NULL
394823,GLO,2009,2,SBBRSBSV,14677900.0
394825,GLO,2009,2,SBCFSBSV,9186260.0
394826,GLO,2009,2,SBCYSBSV,NULL
394827,GLO,2009,2,SBEGSBSV,NULL
394828,GLO,2009,2,SBFLSBSV,NULL
394829,GLO,2009,2,SBFZSBSV,1991360.0
394831,GLO,2009,2,SBGLSBSV,26889800.0
394833,GLO,2009,2,SBGRSBSV,26384300.0
394834,GLO,2009,2,SBILSBSV,563175.0
394835,GLO,2009,2,SBMOSBSV,2884750.0
394836,GLO,2009,2,SBNTSBSV,4412990.0
394837,GLO,2009,2,SBPSSBSV,965608.0
394838,GLO,2009,2,SBRFSBSV,5948080.0
394839,GLO,2009,2,SBSLSBSV,NULL
394840,GLO,2009,2,SBSNSBSV,NULL
394843,GLO,2009,2,SBSPSBSV,7872120.0
394844,GLO,2009,2,SBSVSDAM,NULL
394846,GLO,2009,2,SBBRSBTE,9289180.0
394847,GLO,2009,2,SBCTSBTE,NULL
394848,GLO,2009,2,SBFZSBTE,1046680.0
394849,GLO,2009,2,SBGOSBTE,NULL
394850,GLO,2009,2,SBGRSBTE,NULL
394851,GLO,2009,2,SBRFSBTE,NULL
394853,GLO,2009,2,SBBRSBUL,NULL
394854,GLO,2009,2,SBCFSBUL,659208.0
394855,GLO,2009,2,SBSPSBUL,1415330.0
394857,GLO,2009,2,SBBRSBVT,1574810.0
394858,GLO,2009,2,SBCFSBVT,2718620.0
394859,GLO,2009,2,SBCTSBVT,NULL
394861,GLO,2009,2,SBGLSBVT,4858050.0
394862,GLO,2009,2,SBGRSBVT,2828520.0
394863,GLO,2009,2,SBMGSBVT,NULL
394864,GLO,2009,2,SBSPSBVT,3064820.0
394865,GLO,2009,2,SBVTSDAM,NULL
394871,GLO,2009,2,SBBRSDAM,2997410.0
394872,GLO,2009,2,SBCFSDAM,2246520.0
394873,GLO,2009,2,SBCTSDAM,1692240.0
394874,GLO,2009,2,SBFZSDAM,NULL
394875,GLO,2009,2,SBGLSDAM,3419910.0
394876,GLO,2009,2,SBMGSDAM,NULL
394877,GLO,2009,2,SBPASDAM,NULL
394878,GLO,2009,2,SBSVSDAM,NULL
394879,GLO,2009,2,SBVTSDAM,NULL
394912,GLO,2009,3,SBARSBBR,NULL
394913,GLO,2009,3,SBARSBGL,6644290.0
394914,GLO,2009,3,SBARSBGR,NULL
394915,GLO,2009,3,SBARSBMO,730512.0
394916,GLO,2009,3,SBARSBSV,946979.0
394918,GLO,2009,3,SBBESBBR,8882120.0
394919,GLO,2009,3,SBBESBCZ,NULL
394920,GLO,2009,3,SBBESBEG,8275930.0
394921,GLO,2009,3,SBBESBFI,NULL
394922,GLO,2009,3,SBBESBFZ,5844720.0
394923,GLO,2009,3,SBBESBGL,8183660.0
394924,GLO,2009,3,SBBESBGR,NULL
394925,GLO,2009,3,SBBESBIZ,NULL
394926,GLO,2009,3,SBBESBMA,1304340.0
394927,GLO,2009,3,SBBESBMQ,2435920.0
394928,GLO,2009,3,SBBESBPV,NULL
394929,GLO,2009,3,SBBESBRB,NULL
394930,GLO,2009,3,SBBESBRF,NULL
394931,GLO,2009,3,SBBESBSL,1480290.0
394932,GLO,2009,3,SBBESBSN,4326740.0
394933,GLO,2009,3,SBBESBSP,NULL
394934,GLO,2009,3,SBBESBSV,NULL
394936,GLO,2009,3,SBARSBBR,NULL
394937,GLO,2009,3,SBBESBBR,9344760.0
394938,GLO,2009,3,SBBRSBBV,NULL
394939,GLO,2009,3,SBBRSBCF,3598600.0
394940,GLO,2009,3,SBBRSBCG,1525100.0
394941,GLO,2009,3,SBBRSBCT,8029520.0
394942,GLO,2009,3,SBBRSBCY,7129130.0
394943,GLO,2009,3,SBBRSBEG,16552200.0
394944,GLO,2009,3,SBBRSBFI,NULL
394945,GLO,2009,3,SBBRSBFL,3990620.0
394946,GLO,2009,3,SBBRSBFZ,14673000.0
394947,GLO,2009,3,SBBRSBGL,23201000.0
394948,GLO,2009,3,SBBRSBGO,1536930.0
394949,GLO,2009,3,SBBRSBGR,10332700.0
394950,GLO,2009,3,SBBRSBIZ,2352640.0
394951,GLO,2009,3,SBBRSBJU,NULL
394952,GLO,2009,3,SBBRSBMA,2822350.0
394953,GLO,2009,3,SBBRSBMO,NULL
394954,GLO,2009,3,SBBRSBMQ,NULL
394955,GLO,2009,3,SBBRSBNT,NULL
394957,GLO,2009,3,SBBRSBPA,15197700.0
394958,GLO,2009,3,SBBRSBPJ,2761060.0
394959,GLO,2009,3,SBBRSBPV,4566330.0
394960,GLO,2009,3,SBBRSBRB,NULL
394961,GLO,2009,3,SBBRSBRF,19150000.0
394962,GLO,2009,3,SBBRSBSL,3988260.0
394963,GLO,2009,3,SBBRSBSP,16291900.0
394964,GLO,2009,3,SBBRSBSV,13379100.0
394965,GLO,2009,3,SBBRSBTE,6973510.0
394966,GLO,2009,3,SBBRSBUL,NULL
394967,GLO,2009,3,SBBRSBVT,1066530.0
394968,GLO,2009,3,SBBRSDAM,4035120.0
394969,GLO,2009,3,SBBRSBBV,NULL
394970,GLO,2009,3,SBBVSBEG,1590390.0
394971,GLO,2009,3,SBBVSBGL,NULL
394978,GLO,2009,3,SBBRSBCF,3788900.0
394981,GLO,2009,3,SBCFSBCG,NULL
394983,GLO,2009,3,SBCFSBCT,2566410.0
394984,GLO,2009,3,SBCFSBFZ,NULL
394986,GLO,2009,3,SBCFSBGL,5575890.0
394987,GLO,2009,3,SBCFSBGO,1367110.0
394989,GLO,2009,3,SBCFSBGR,3792610.0
394990,GLO,2009,3,SBCFSBIL,2327140.0
394991,GLO,2009,3,SBCFSBPA,NULL
394992,GLO,2009,3,SBCFSBPS,2032110.0
394993,GLO,2009,3,SBCFSBRF,4894750.0
394996,GLO,2009,3,SBCFSBSP,5706360.0
394997,GLO,2009,3,SBCFSBSV,8729780.0
394998,GLO,2009,3,SBCFSBUL,844894.0
394999,GLO,2009,3,SBCFSBVT,2192730.0
395000,GLO,2009,3,SBCFSDAM,2852280.0
395001,GLO,2009,3,SBBRSBCG,1692610.0
395002,GLO,2009,3,SBCFSBCG,NULL
395004,GLO,2009,3,SBCGSBCT,1970010.0
395005,GLO,2009,3,SBCGSBCY,1513370.0
395006,GLO,2009,3,SBCGSBEG,NULL
395007,GLO,2009,3,SBCGSBGR,2877000.0
395008,GLO,2009,3,SBCGSBPA,NULL
395009,GLO,2009,3,SBCGSBPV,NULL
395010,GLO,2009,3,SBCGSBSP,2479310.0
395012,GLO,2009,3,SBCHSBFL,1926180.0
395013,GLO,2009,3,SBCHSBSP,NULL
395015,GLO,2009,3,SBBRSBCT,9123420.0
395016,GLO,2009,3,SBCFSBCT,3050050.0
395017,GLO,2009,3,SBCGSBCT,1865860.0
395019,GLO,2009,3,SBCTSBCY,NULL
395020,GLO,2009,3,SBCTSBEG,NULL
395021,GLO,2009,3,SBCTSBFI,3353640.0
395022,GLO,2009,3,SBCTSBFL,398274.0
395024,GLO,2009,3,SBCTSBGL,7879480.0
395025,GLO,2009,3,SBCTSBGR,3262230.0
395026,GLO,2009,3,SBCTSBLO,510615.0
395027,GLO,2009,3,SBCTSBMG,2156490.0
395028,GLO,2009,3,SBCTSBPA,5762930.0
395029,GLO,2009,3,SBCTSBPV,NULL
395031,GLO,2009,3,SBCTSBSP,3053140.0
395032,GLO,2009,3,SBCTSBTE,NULL
395033,GLO,2009,3,SBCTSBVT,NULL
395034,GLO,2009,3,SBCTSDAM,2383840.0
395036,GLO,2009,3,SBCXSBGR,0.0
395037,GLO,2009,3,SBCXSBSP,3560370.0
395038,GLO,2009,3,SBBRSBCY,6880940.0
395039,GLO,2009,3,SBCGSBCY,1621980.0
395040,GLO,2009,3,SBCTSBCY,NULL
395041,GLO,2009,3,SBCYSBDN,1180910.0
395042,GLO,2009,3,SBCYSBEG,NULL
395043,GLO,2009,3,SBCYSBGR,6809600.0
395044,GLO,2009,3,SBCYSBPA,NULL
395045,GLO,2009,3,SBCYSBPV,1898410.0
395046,GLO,2009,3,SBCYSBSP,1896480.0
395047,GLO,2009,3,SBCYSBSV,NULL
395048,GLO,2009,3,SBBESBCZ,NULL
395049,GLO,2009,3,SBCZSBEG,NULL
395050,GLO,2009,3,SBCZSBFZ,NULL
395051,GLO,2009,3,SBCZSBPV,NULL
395053,GLO,2009,3,SBCZSBRB,1883150.0
395054,GLO,2009,3,SBCYSBDN,1152810.0
395055,GLO,2009,3,SBDNSBSP,2444070.0
395056,GLO,2009,3,SBBESBEG,8222670.0
395058,GLO,2009,3,SBBRSBEG,15632700.0
395059,GLO,2009,3,SBBVSBEG,2037830.0
395060,GLO,2009,3,SBCGSBEG,NULL
395061,GLO,2009,3,SBCTSBEG,NULL
395062,GLO,2009,3,SBCYSBEG,NULL
395063,GLO,2009,3,SBCZSBEG,NULL
395064,GLO,2009,3,SBEGSBFI,NULL
395065,GLO,2009,3,SBEGSBFZ,NULL
395066,GLO,2009,3,SBEGSBGL,5261260.0
395067,GLO,2009,3,SBEGSBGR,17155600.0
395068,GLO,2009,3,SBEGSBPA,NULL
395069,GLO,2009,3,SBEGSBPV,4745600.0
395070,GLO,2009,3,SBEGSBRB,NULL
395071,GLO,2009,3,SBEGSBRF,NULL
395072,GLO,2009,3,SBEGSBSL,NULL
395073,GLO,2009,3,SBEGSBSN,2110980.0
395074,GLO,2009,3,SBEGSBSV,NULL
395075,GLO,2009,3,SBBESBFI,NULL
395076,GLO,2009,3,SBBRSBFI,NULL
395077,GLO,2009,3,SBCTSBFI,3423990.0
395078,GLO,2009,3,SBEGSBFI,NULL
395079,GLO,2009,3,SBFISBGL,NULL
395080,GLO,2009,3,SBFISBGR,2771600.0
395082,GLO,2009,3,SBBRSBFL,3981420.0
395083,GLO,2009,3,SBCHSBFL,1892560.0
395084,GLO,2009,3,SBCTSBFL,416970.0
395085,GLO,2009,3,SBFLSBGL,3879250.0
395087,GLO,2009,3,SBFLSBGR,3485520.0
395088,GLO,2009,3,SBFLSBMO,NULL
395089,GLO,2009,3,SBFLSBPA,1251620.0
395090,GLO,2009,3,SBFLSBRF,NULL
395091,GLO,2009,3,SBFLSBSP,4399810.0
395092,GLO,2009,3,SBFLSBSV,NULL
395093,GLO,2009,3,SBFNSBGR,NULL
395095,GLO,2009,3,SBFNSBRF,1228110.0
395096,GLO,2009,3,SBBESBFZ,6864850.0
395098,GLO,2009,3,SBBRSBFZ,18671200.0
395099,GLO,2009,3,SBCFSBFZ,NULL
395100,GLO,2009,3,SBCZSBFZ,NULL
395101,GLO,2009,3,SBEGSBFZ,NULL
395103,GLO,2009,3,SBFZSBGL,15230300.0
395104,GLO,2009,3,SBFZSBGR,24195200.0
395106,GLO,2009,3,SBFZSBJU,680731.0
395107,GLO,2009,3,SBFZSBNT,1180050.0
395108,GLO,2009,3,SBFZSBPV,NULL
395109,GLO,2009,3,SBFZSBRB,NULL
395110,GLO,2009,3,SBFZSBRF,6688210.0
395111,GLO,2009,3,SBFZSBSL,3837360.0
395112,GLO,2009,3,SBFZSBSN,NULL
395113,GLO,2009,3,SBFZSBSP,NULL
395114,GLO,2009,3,SBFZSBSV,2354070.0
395115,GLO,2009,3,SBFZSBTE,906031.0
395116,GLO,2009,3,SBFZSDAM,NULL
395120,GLO,2009,3,SBARSBGL,6094880.0
395121,GLO,2009,3,SBBESBGL,8465180.0
395123,GLO,2009,3,SBBRSBGL,25976800.0
395124,GLO,2009,3,SBBVSBGL,NULL
395127,GLO,2009,3,SBCFSBGL,5908200.0
395128,GLO,2009,3,SBCTSBGL,8034270.0
395129,GLO,2009,3,SBEGSBGL,7094720.0
395130,GLO,2009,3,SBFISBGL,NULL
395131,GLO,2009,3,SBFLSBGL,3354780.0
395132,GLO,2009,3,SBFZSBGL,14019900.0
395134,GLO,2009,3,SBGLSBGO,2809980.0
395136,GLO,2009,3,SBGLSBGR,6716410.0
395137,GLO,2009,3,SBGLSBIL,88377.0
395138,GLO,2009,3,SBGLSBJP,7567800.0
395139,GLO,2009,3,SBGLSBJU,NULL
395140,GLO,2009,3,SBGLSBMG,NULL
395141,GLO,2009,3,SBGLSBMO,4730280.0
395142,GLO,2009,3,SBGLSBMQ,NULL
395143,GLO,2009,3,SBGLSBNT,7313640.0
395144,GLO,2009,3,SBGLSBPA,15695700.0
395145,GLO,2009,3,SBGLSBRF,29836900.0
395147,GLO,2009,3,SBGLSBSP,3634200.0
395148,GLO,2009,3,SBGLSBSV,23550000.0
395150,GLO,2009,3,SBGLSBVT,5587800.0
395152,GLO,2009,3,SBGLSDAM,4018340.0
395153,GLO,2009,3,SBBRSBGO,1618590.0
395154,GLO,2009,3,SBCFSBGO,1178190.0
395155,GLO,2009,3,SBGLSBGO,2791420.0
395156,GLO,2009,3,SBGOSBGR,4787660.0
395157,GLO,2009,3,SBGOSBPJ,NULL
395158,GLO,2009,3,SBGOSBRF,NULL
395159,GLO,2009,3,SBGOSBSP,6100880.0
395160,GLO,2009,3,SBGOSBTE,NULL
395163,GLO,2009,3,SBARSBGR,NULL
395164,GLO,2009,3,SBBESBGR,NULL
395165,GLO,2009,3,SBBRSBGR,9640120.0
395167,GLO,2009,3,SBCFSBGR,3387060.0
395168,GLO,2009,3,SBCGSBGR,3062030.0
395169,GLO,2009,3,SBCTSBGR,3213050.0
395170,GLO,2009,3,SBCYSBGR,6790980.0
395171,GLO,2009,3,SBEGSBGR,17419900.0
395172,GLO,2009,3,SBFISBGR,2676960.0
395173,GLO,2009,3,SBFLSBGR,1516160.0
395174,GLO,2009,3,SBFNSBGR,NULL
395175,GLO,2009,3,SBFZSBGR,21878700.0
395176,GLO,2009,3,SBGLSBGR,5608690.0
395177,GLO,2009,3,SBGOSBGR,4557910.0
395179,GLO,2009,3,SBGRSBIL,NULL
395180,GLO,2009,3,SBGRSBJP,NULL
395181,GLO,2009,3,SBGRSBMO,8613120.0
395182,GLO,2009,3,SBGRSBMQ,NULL
395184,GLO,2009,3,SBGRSBNT,14076600.0
395186,GLO,2009,3,SBGRSBPA,14525400.0
395187,GLO,2009,3,SBGRSBPL,NULL
395188,GLO,2009,3,SBGRSBPS,4027800.0
395189,GLO,2009,3,SBGRSBRF,39589100.0
395191,GLO,2009,3,SBGRSBSV,24862600.0
395193,GLO,2009,3,SBGRSBTE,NULL
395194,GLO,2009,3,SBGRSBVT,2878090.0
395200,GLO,2009,3,SBCFSBIL,2672430.0
395201,GLO,2009,3,SBGLSBIL,124125.0
395202,GLO,2009,3,SBGRSBIL,NULL
395203,GLO,2009,3,SBILSBSP,NULL
395204,GLO,2009,3,SBILSBSV,726525.0
395205,GLO,2009,3,SBBESBIZ,NULL
395206,GLO,2009,3,SBBRSBIZ,2486160.0
395207,GLO,2009,3,SBIZSBSL,650870.0
395208,GLO,2009,3,SBCFSBJP,NULL
395209,GLO,2009,3,SBGLSBJP,7892340.0
395210,GLO,2009,3,SBGRSBJP,NULL
395211,GLO,2009,3,SBJPSBSV,2242860.0
395212,GLO,2009,3,SBJPSDAM,NULL
395213,GLO,2009,3,SBBRSBJU,NULL
395215,GLO,2009,3,SBFZSBJU,905556.0
395217,GLO,2009,3,SBGLSBJU,NULL
395218,GLO,2009,3,SBJUSBRF,1131410.0
395219,GLO,2009,3,SBJVSBSP,1816910.0
395220,GLO,2009,3,SBGLSBKG,NULL
395222,GLO,2009,3,SBKGSBRF,379093.0
395225,GLO,2009,3,SBCTSBLO,486045.0
395226,GLO,2009,3,SBLOSBPA,NULL
395227,GLO,2009,3,SBLOSBSP,585782.0
395228,GLO,2009,3,SBBESBMA,1090620.0
395229,GLO,2009,3,SBBRSBMA,3117280.0
395230,GLO,2009,3,SBCTSBMG,2511380.0
395231,GLO,2009,3,SBGLSBMG,NULL
395232,GLO,2009,3,SBMGSBSP,621894.0
395233,GLO,2009,3,SBMGSBVT,NULL
395234,GLO,2009,3,SBMGSDAM,NULL
395236,GLO,2009,3,SBARSBMO,768528.0
395237,GLO,2009,3,SBBRSBMO,NULL
395238,GLO,2009,3,SBFLSBMO,NULL
395239,GLO,2009,3,SBGLSBMO,4778940.0
395240,GLO,2009,3,SBGRSBMO,8574720.0
395241,GLO,2009,3,SBMOSBSP,NULL
395243,GLO,2009,3,SBMOSBSV,3612020.0
395244,GLO,2009,3,SBBESBMQ,2451380.0
395245,GLO,2009,3,SBBRSBMQ,NULL
395246,GLO,2009,3,SBFISBMQ,NULL
395247,GLO,2009,3,SBGLSBMQ,NULL
395248,GLO,2009,3,SBGRSBMQ,NULL
395249,GLO,2009,3,SBMQSBSP,NULL
395250,GLO,2009,3,SBNFSBSP,1936690.0
395251,GLO,2009,3,SBBRSBNT,NULL
395252,GLO,2009,3,SBFZSBNT,1467790.0
395253,GLO,2009,3,SBGLSBNT,7156620.0
395255,GLO,2009,3,SBGRSBNT,14133900.0
395256,GLO,2009,3,SBNTSBRF,1501720.0
395257,GLO,2009,3,SBNTSBSP,NULL
395258,GLO,2009,3,SBNTSBSV,4856500.0
395262,GLO,2009,3,SBBRSBPA,14241200.0
395263,GLO,2009,3,SBCFSBPA,NULL
395264,GLO,2009,3,SBCGSBPA,NULL
395265,GLO,2009,3,SBCTSBPA,5911380.0
395266,GLO,2009,3,SBCYSBPA,NULL
395267,GLO,2009,3,SBEGSBPA,NULL
395268,GLO,2009,3,SBFLSBPA,2029170.0
395269,GLO,2009,3,SBGLSBPA,15125700.0
395270,GLO,2009,3,SBGRSBPA,14043900.0
395271,GLO,2009,3,SBLOSBPA,NULL
395273,GLO,2009,3,SBPASBPV,NULL
395274,GLO,2009,3,SBPASBRF,NULL
395275,GLO,2009,3,SBPASBSP,5191410.0
395277,GLO,2009,3,SBPASDAM,NULL
395281,GLO,2009,3,SBBRSBPJ,2435750.0
